image_name,class_label
0002,not_call_phone
0003,not_call_phone
0004,not_call_phone
0005,not_call_phone
0006,not_call_phone
0007,not_call_phone
0008,not_call_phone
0009,not_call_phone
0010,not_call_phone
0011,not_call_phone
0012,not_call_phone
0013,not_call_phone
0014,not_call_phone
0015,not_call_phone
0016,not_call_phone
0017,not_call_phone
0018,not_call_phone
0019,not_call_phone
0020,not_call_phone
0021,not_call_phone
0022,call_phone
0023,call_phone
0024,call_phone
0025,call_phone
0026,call_phone
0027,call_phone
0028,call_phone
0029,call_phone
0030,call_phone
0031,call_phone
0032,not_call_phone
0033,call_phone
0034,not_call_phone
0035,not_call_phone
0036,not_call_phone
0037,call_phone
0038,call_phone
0039,call_phone
0040,call_phone
0041,call_phone
0042,call_phone
0043,call_phone
0044,call_phone
0045,call_phone
0046,call_phone
0047,call_phone
0048,call_phone
0049,call_phone
0050,call_phone
0051,call_phone
0052,call_phone
0053,call_phone
0054,call_phone
0055,call_phone
0056,call_phone
0057,call_phone
0058,call_phone
0059,call_phone
0060,call_phone
0061,call_phone
0062,call_phone
0063,call_phone
0064,call_phone
0065,call_phone
0066,call_phone
0067,call_phone
0068,call_phone
0069,call_phone
0070,call_phone
0071,call_phone
0072,call_phone
0073,call_phone
0074,call_phone
0075,call_phone
0076,call_phone
0077,call_phone
0078,call_phone
0079,not_call_phone
0080,call_phone
0081,call_phone
0082,call_phone
0083,call_phone
0084,call_phone
0085,call_phone
0086,call_phone
0087,call_phone
0088,call_phone
0089,not_call_phone
0090,call_phone
0091,call_phone
0092,call_phone
0093,call_phone
0094,call_phone
0095,call_phone
0096,call_phone
0097,call_phone
0098,call_phone
0099,call_phone
0100,not_call_phone
0101,call_phone
0102,call_phone
0103,not_call_phone
0104,not_call_phone
0105,call_phone
0106,call_phone
0107,call_phone
0108,not_call_phone
0109,call_phone
0110,not_call_phone
0111,call_phone
0112,call_phone
0113,call_phone
0114,call_phone
0115,call_phone
0116,not_call_phone
0117,call_phone
0118,call_phone
0119,call_phone
0120,call_phone
0121,call_phone
0122,call_phone
0123,call_phone
0124,call_phone
0125,call_phone
0126,call_phone
0127,call_phone
0128,call_phone
0129,not_call_phone
0130,call_phone
0131,call_phone
0132,call_phone
0133,call_phone
0134,call_phone
0135,call_phone
0136,call_phone
0137,not_call_phone
0138,not_call_phone
0139,not_call_phone
0140,not_call_phone
0141,not_call_phone
0142,not_call_phone
0143,not_call_phone
0144,not_call_phone
0145,not_call_phone
0146,not_call_phone
0147,call_phone
0148,call_phone
0149,call_phone
0150,call_phone
0151,call_phone
0152,call_phone
0153,call_phone
0154,call_phone
0155,call_phone
0156,call_phone
0157,call_phone
0158,call_phone
0159,call_phone
0160,call_phone
0161,call_phone
0162,call_phone
0163,call_phone
0164,call_phone
0165,call_phone
0166,call_phone
0167,call_phone
0168,call_phone
0169,call_phone
0170,call_phone
0171,call_phone
0172,call_phone
0173,call_phone
0174,call_phone
0175,call_phone
0176,call_phone
0177,call_phone
0178,call_phone
0179,call_phone
0180,call_phone
0181,call_phone
0182,call_phone
0183,call_phone
0184,call_phone
0185,call_phone
0186,call_phone
0187,call_phone
0188,call_phone
0189,call_phone
0190,call_phone
0191,call_phone
0192,call_phone
0193,call_phone
0194,call_phone
0195,call_phone
0196,call_phone
0197,call_phone
0198,call_phone
0199,call_phone
0200,call_phone
0201,call_phone
0202,call_phone
0203,call_phone
0204,call_phone
0205,call_phone
0206,call_phone
0207,call_phone
0208,call_phone
0209,call_phone
0210,call_phone
0211,call_phone
0212,call_phone
0213,call_phone
0214,call_phone
0215,call_phone
0216,call_phone
0217,call_phone
0218,call_phone
0219,call_phone
0220,not_call_phone
0221,call_phone
0222,call_phone
0223,call_phone
0224,call_phone
0225,call_phone
0226,call_phone
0227,call_phone
0228,call_phone
0229,call_phone
0230,call_phone
0231,call_phone
0232,call_phone
0233,call_phone
0234,call_phone
0235,call_phone
0236,call_phone
0237,call_phone
0238,call_phone
0239,call_phone
0240,call_phone
0241,call_phone
0242,call_phone
0243,call_phone
0244,call_phone
0245,call_phone
0246,call_phone
0247,call_phone
0248,call_phone
0249,call_phone
0250,call_phone
0251,call_phone
0252,call_phone
0253,call_phone
0254,call_phone
0255,call_phone
0256,call_phone
0257,call_phone
0258,call_phone
0259,call_phone
0260,call_phone
0261,call_phone
0262,call_phone
0263,call_phone
0264,call_phone
0265,call_phone
0266,call_phone
0267,call_phone
0268,call_phone
0269,call_phone
0270,call_phone
0271,call_phone
0272,call_phone
0273,call_phone
0274,not_call_phone
0275,not_call_phone
0276,not_call_phone
0277,not_call_phone
0278,not_call_phone
0279,not_call_phone
0280,not_call_phone
0281,not_call_phone
0282,not_call_phone
0283,not_call_phone
0284,not_call_phone
0285,not_call_phone
0286,not_call_phone
0287,not_call_phone
0288,not_call_phone
0289,not_call_phone
0290,not_call_phone
0291,not_call_phone
0292,not_call_phone
8000,not_call_phone
8001,not_call_phone
8002,not_call_phone
8003,not_call_phone
8004,not_call_phone
8005,not_call_phone
8006,not_call_phone
8007,not_call_phone
8008,not_call_phone
8009,not_call_phone
8010,not_call_phone
8011,not_call_phone
8012,not_call_phone
8013,not_call_phone
8014,not_call_phone
8015,not_call_phone
8016,call_phone
8017,not_call_phone
8018,not_call_phone
8019,not_call_phone
8020,not_call_phone
8021,not_call_phone
8022,not_call_phone
8023,not_call_phone
8024,not_call_phone
8025,not_call_phone
8026,not_call_phone
8027,not_call_phone
8028,not_call_phone
8029,not_call_phone
8030,not_call_phone
8031,not_call_phone
8032,not_call_phone
8033,not_call_phone
8034,not_call_phone
8035,not_call_phone
8036,not_call_phone
8037,not_call_phone
8038,not_call_phone
8039,not_call_phone
8040,not_call_phone
8041,not_call_phone
8042,not_call_phone
8043,not_call_phone
8044,not_call_phone
8045,not_call_phone
8046,not_call_phone
8047,not_call_phone
8048,not_call_phone
8049,not_call_phone
8050,not_call_phone
8051,not_call_phone
8052,not_call_phone
8053,not_call_phone
8054,not_call_phone
8055,not_call_phone
8056,not_call_phone
8057,not_call_phone
8058,not_call_phone
8059,not_call_phone
8061,not_call_phone
8062,not_call_phone
8063,not_call_phone
8064,not_call_phone
8065,not_call_phone
8066,not_call_phone
8067,not_call_phone
8068,not_call_phone
8069,not_call_phone
8070,not_call_phone
8071,not_call_phone
8072,not_call_phone
8073,not_call_phone
8074,not_call_phone
8075,not_call_phone
8076,not_call_phone
8077,not_call_phone
8078,not_call_phone
8079,not_call_phone
8080,not_call_phone
8081,not_call_phone
8082,not_call_phone
8083,not_call_phone
8084,not_call_phone
8085,not_call_phone
8086,call_phone
8087,not_call_phone
8088,not_call_phone
8089,not_call_phone
8090,not_call_phone
8091,not_call_phone
8092,not_call_phone
8093,not_call_phone
8094,not_call_phone
8095,not_call_phone
8096,not_call_phone
8097,not_call_phone
8098,not_call_phone
8099,not_call_phone
8100,not_call_phone
8101,not_call_phone
8102,not_call_phone
8103,not_call_phone
8104,not_call_phone
8105,not_call_phone
8106,not_call_phone
8107,not_call_phone
8108,not_call_phone
8109,not_call_phone
8110,not_call_phone
8111,not_call_phone
8112,not_call_phone
8113,not_call_phone
8114,not_call_phone
8115,not_call_phone
8116,not_call_phone
8117,not_call_phone
8118,not_call_phone
8119,not_call_phone
8120,not_call_phone
8121,not_call_phone
8122,not_call_phone
8123,not_call_phone
8124,not_call_phone
8125,call_phone
8126,not_call_phone
8127,not_call_phone
8128,not_call_phone
8129,not_call_phone
8130,not_call_phone
8131,not_call_phone
8132,not_call_phone
8133,not_call_phone
8134,not_call_phone
8135,not_call_phone
8136,not_call_phone
8137,not_call_phone
8138,not_call_phone
8139,not_call_phone
8140,not_call_phone
8141,call_phone
8142,not_call_phone
8143,not_call_phone
8144,not_call_phone
8145,not_call_phone
8146,not_call_phone
8147,not_call_phone
8148,not_call_phone
8149,not_call_phone
8150,not_call_phone
8151,not_call_phone
8152,not_call_phone
8153,not_call_phone
8154,not_call_phone
8155,not_call_phone
8156,not_call_phone
8157,not_call_phone
8158,not_call_phone
8159,not_call_phone
8160,not_call_phone
8161,not_call_phone
8162,not_call_phone
8163,not_call_phone
8164,not_call_phone
8165,not_call_phone
8166,not_call_phone
8167,not_call_phone
8168,not_call_phone
8169,not_call_phone
8170,not_call_phone
8171,not_call_phone
8172,not_call_phone
8173,not_call_phone
8174,not_call_phone
8175,not_call_phone
8176,not_call_phone
8177,not_call_phone
8178,not_call_phone
8179,not_call_phone
8180,not_call_phone
8181,not_call_phone
8182,not_call_phone
8183,not_call_phone
8184,not_call_phone
8185,not_call_phone
8186,not_call_phone
8187,not_call_phone
